NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;No;93.7589;0.95184;98.5028;45.7071;3540;1448.7491;78266;33939;3.5212;359;70;21;1928;1612;2036;1557;70503;31536;229224;285044
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;--;;;0.0000;0.0000;81;0.0000;164;55;3.5897;15;5;0;30;51;6;1;144;51;1131;1884
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;Si;;;29.7294;11.3255;8;2594.9573;1637;196;0.5801;10;1;1;4;4;4;4;1222;157;283;391
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;No;95.6714;0.936634;102.1438;46.3656;3591;1478.5750;80938;33577;3.5161;364;71;20;1984;1607;2135;1529;72939;31268;206440;293157
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;--;;;0.0000;0.0000;90;0.0000;191;52;4.1096;16;5;0;30;60;7;2;169;50;888;1965
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;Si;;;32.5608;7.0784;5;2743.6046;1740;198;0.3418;11;2;0;3;2;3;2;1304;159;281;423
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;--;;;0.0000;0.0000;89;0.0000;178;57;4.6512;17;4;0;27;62;6;4;160;55;727;2046
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;Si;;;35.3922;8.4941;6;2846.9498;1793;218;0.3942;10;2;2;4;2;4;2;1346;176;262;461
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;No;94.888;0.934397;101.5499;47.4760;3677;1501.4802;82464;33825;3.5030;394;70;23;2045;1632;2172;1536;74396;31456;164097;305527
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;No;95.9804;0.937407;102.3892;47.9537;3714;1512.8424;83032;34137;3.5125;402;64;22;2071;1643;2199;1549;74924;31781;156043;314942
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;--;;;0.0000;0.0000;88;0.0000;178;59;5.0459;18;4;0;29;59;7;4;161;57;710;2029
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;Si;;;32.5608;5.6627;4;2872.4322;1807;222;0.2613;12;2;2;4;0;4;0;1354;177;260;473
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;--;;;0.0000;0.0000;83;0.0000;171;61;4.6729;16;4;0;28;55;6;4;155;59;808;2024
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;Si;;;32.5608;7.0784;5;2919.1500;1831;231;0.3207;13;2;2;5;0;5;0;1374;185;260;481
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;No;99.9382;0.976554;102.3375;47.8892;3709;1516.5352;83301;34154;3.5158;418;68;24;2084;1625;2226;1534;75114;31831;141933;315547
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;No;104.938;1.01125;103.7707;49.0383;3798;1560.3056;85492;35353;3.5566;426;73;28;2182;1616;2331;1584;77155;32921;135114;306433
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;--;;;0.0000;0.0000;83;0.0000;184;67;4.7414;22;7;0;26;57;7;4;169;63;728;1705
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;Si;;;33.9765;9.9098;7;2974.3618;1865;236;0.5028;13;2;5;5;2;6;2;1404;187;284;556
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;No;111.106;1.04902;105.9140;50.7297;3929;1563.2107;85470;35600;3.7092;415;75;25;2233;1696;2430;1658;77099;33112;137948;281879
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;--;;;0.0000;0.0000;88;0.0000;179;71;5.2402;27;9;0;27;61;8;4;163;66;675;1118
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;Si;;;36.8079;9.9098;7;3047.9776;1912;241;0.6139;12;1;7;5;2;8;2;1442;187;296;584
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;--;;;0.0000;0.0000;91;0.0000;185;76;7.0833;27;7;0;30;61;10;7;169;71;643;730
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;Si;;;38.2235;18.4039;13;3035.2364;1901;243;0.9113;15;1;7;10;3;12;3;1456;190;290;567
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;No;114.67;1.06284;107.8895;52.7956;4089;1581.2612;86432;36036;3.8024;443;77;24;2361;1728;2541;1702;78022;33564;145131;244553
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;No;118.017;1.07218;110.0716;55.7782;4320;1603.8952;86528;37693;3.9326;450;89;25;2498;1822;2653;1798;78044;35139;154262;217316
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;--;;;0.0000;0.0000;96;0.0000;170;72;7.3059;28;8;0;33;63;10;6;153;66;790;457
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;Si;;;43.8863;25.4823;18;3172.5582;1984;257;1.1682;14;0;8;13;5;15;5;1514;198;316;550
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;--;;;0.0000;0.0000;82;0.0000;177;66;6.6351;30;7;0;31;51;9;5;152;59;814;366
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;Si;;;48.1334;26.8980;19;3009.7540;1882;244;1.3656;15;1;7;12;7;15;7;1427;184;295;517
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;No;118.763;1.05884;112.1633;54.0738;4188;1499.1432;81242;34866;4.0763;425;92;28;2428;1760;2543;1767;73205;32529;149632;194794
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;No;118.631;1.04957;113.0283;54.4354;4216;1499.4918;81470;34665;4.1054;426;98;30;2448;1768;2563;1777;73395;32320;150329;181934
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;--;;;0.0000;0.0000;77;0.0000;186;61;6.0465;32;8;0;28;49;8;5;161;54;817;356
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;Si;;;49.5491;26.8980;19;2980.0246;1868;237;1.3819;14;1;7;12;7;15;7;1416;176;297;506
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;114.459;1.0069;113.6739;54.4483;4217;1491.8352;80784;34758;4.1193;423;98;30;2418;1799;2530;1803;72777;32410;154367;162448
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;80;0.0000;192;66;6.6964;34;9;0;29;51;8;7;166;58;824;365
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;48.1334;25.4823;18;2900.7460;1822;227;1.3619;17;1;7;11;7;14;7;1376;166;299;515
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;73;0.0000;178;73;6.9444;31;7;0;26;47;7;8;150;66;786;288
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;46.7177;24.0667;17;2795.9851;1766;209;1.2821;16;1;4;12;5;14;5;1327;155;270;523
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;113.288;0.989745;114.4615;54.7323;4239;1479.3755;79758;34819;4.1916;431;106;29;2413;1826;2550;1820;71753;32503;164607;143396
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;112.358;0.977978;114.8876;55.1842;4274;1507.2130;81884;34849;4.0792;446;99;33;2461;1813;2541;1791;73652;32544;183366;128293
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;58;0.0000;185;68;5.9633;26;6;0;19;39;6;7;157;61;789;262
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;48.1334;26.8980;19;2869.6009;1777;250;1.3378;18;1;3;14;5;15;5;1307;188;336;483
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;56;0.0000;186;66;4.5662;33;8;0;16;40;6;4;160;59;856;261
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;43.8863;19.8196;14;2999.8442;1858;261;1.0904;16;1;3;10;4;13;4;1359;200;371;447
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;114.375;0.980006;116.7082;55.0939;4267;1527.7683;83277;35048;4.0505;431;100;35;2457;1810;2566;1788;74780;32712;207992;116825
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;115.736;0.982541;117.7927;54.2933;4205;1561.2223;85997;34919;3.8691;441;94;38;2459;1746;2526;1726;77316;32580;233348;101059
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;46;0.0000;197;74;4.6218;34;8;0;13;33;7;4;172;66;725;236
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;36.8079;18.4039;13;2972.9461;1844;256;0.9073;15;1;3;11;2;12;2;1350;193;371;432
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;122.902;0.989262;124.2356;58.0894;4499;1705.4839;93409;38680;3.8677;465;102;36;2628;1871;2794;1849;83901;36143;252063;93937
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;56;0.0000;201;86;4.2802;37;8;0;18;38;7;4;179;78;689;202
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;39.6392;21.2353;15;3125.8405;1929;279;0.9732;12;1;3;14;1;15;1;1433;211;385;423
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;59;0.0000;196;86;4.4000;40;7;0;20;39;7;4;172;78;686;204
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;43.8863;22.6510;16;3154.1543;1949;279;1.0235;11;1;4;15;1;16;1;1450;211;389;415
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;123.442;0.98127;125.7979;58.5929;4538;1707.2012;93265;38957;3.8538;480;104;39;2668;1870;2784;1847;83761;36405;261749;84894
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;122.457;0.952905;128.5094;59.2256;4587;1731.5654;94969;39140;3.8451;507;108;40;2718;1869;2841;1846;85339;36557;270909;75563
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;55;0.0000;195;83;3.6585;40;7;1;20;35;7;2;170;76;528;184
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;48.1334;22.6510;16;3147.0758;1951;272;1.0167;10;1;5;15;1;16;1;1463;209;392;388
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;62;0.0000;210;82;4.2308;38;6;1;23;39;7;4;186;74;641;169
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;52.3804;22.6510;16;3217.8603;1984;289;0.9395;10;2;5;15;1;15;1;1489;214;437;371
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;119.998;0.892178;134.5004;59.7291;4626;1785.0712;98586;39667;3.7564;549;105;43;2727;1899;2818;1898;88535;37012;290867;57700
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;118.086;0.840289;140.5301;59.7033;4624;1803.2766;99727;39936;3.7912;584;116;49;2761;1863;2931;1877;89556;37264;294183;71452
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;71;0.0000;220;90;4.8148;39;6;1;30;41;8;5;188;82;614;188
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;49.5491;21.2353;15;3256.0839;2032;268;0.7955;10;2;4;14;1;13;1;1558;202;424;501
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;56.6275;24.0667;17;3345.2723;2085;278;0.8269;9;3;4;14;3;12;3;1608;206;435;572
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;119.173;0.806599;147.7477;61.6142;4772;1839.0934;102517;39920;3.8649;605;128;48;2924;1848;3136;1858;91980;37234;293309;81841
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;70;0.0000;229;91;5.0179;36;4;1;33;37;9;5;196;83;486;199
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;71;0.0000;229;88;5.3763;35;3;1;36;35;9;6;197;82;490;194
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;56.6275;18.4039;13;3258.9152;2020;282;0.7324;12;3;3;10;3;10;3;1560;215;450;610
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;122.717;0.781544;157.0183;63.4993;4918;1854.4712;103675;39953;3.9646;623;132;56;3044;1874;3260;1901;92928;37250;289548;83051
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;128.457;0.769921;166.8440;66.1462;5123;1864.5810;104175;40236;4.1025;665;135;55;3167;1956;3379;1992;93434;37487;301206;82319
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;68;0.0000;224;84;5.5556;36;4;1;36;32;10;5;195;75;491;178
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;60.8746;18.4039;13;3424.5508;2142;277;0.6459;15;3;2;11;2;10;2;1643;215;500;619
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;71;0.0000;231;86;5.7348;34;4;1;37;34;11;5;202;77;491;176
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;59.4589;21.2353;15;3474.0999;2166;288;0.7966;18;3;2;12;3;12;3;1659;224;507;619
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;130.968;0.76664;170.8337;67.2050;5205;1870.7011;104569;40316;4.1546;681;144;62;3176;2029;3406;2051;93802;37546;300963;82322
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;135.823;0.779104;174.3327;69.2837;5366;1885.8335;105577;40480;4.2620;706;141;69;3274;2092;3510;2132;94666;37712;298661;82364
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;72;0.0000;229;83;5.9041;36;5;0;38;34;11;5;199;72;488;176
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;60.8746;25.4823;18;3584.5236;2228;304;0.9302;17;3;4;13;5;13;5;1700;235;527;619
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;84.9413;29.7294;21;3812.4495;2375;318;1.2279;17;2;4;14;7;18;7;1794;242;604;652
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;148.332;0.800075;185.3980;74.7712;5791;1958.0095;110248;41399;4.4454;733;152;70;3613;2178;3910;2210;99085;38586;298508;90252
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;74;0.0000;239;79;4.2857;41;7;1;42;32;10;2;209;71;315;203
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;74;0.0000;253;71;4.1237;47;5;1;42;32;11;1;228;63;318;249
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;114.6707;28.3137;20;3867.6614;2398;334;1.1662;18;2;6;13;7;17;7;1807;251;623;762
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;161.825;0.821157;197.0701;80.8267;6260;2073.9818;118236;42393;4.5285;778;160;73;3925;2335;4228;2381;106431;39510;274130;114182
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;173.57;0.835429;207.7609;86.1334;6671;2143.6787;122847;43180;4.6249;818;155;84;4205;2466;4464;2516;110697;40226;253187;147711
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;73;0.0000;253;66;3.5211;52;12;1;39;34;9;1;227;57;803;262
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;127.4119;32.5608;23;4027.6342;2515;330;1.4191;20;1;7;17;6;24;6;1865;249;610;926
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;73;0.0000;271;68;3.0303;61;14;1;39;34;9;0;239;58;1324;278
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;145.8159;38.2235;27;4132.3952;2582;337;1.5200;21;1;8;21;6;27;6;1916;255;595;1024
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;187.464;0.851506;220.1561;93.5189;7243;2240.8129;129312;44238;4.8550;860;160;86;4626;2617;4981;2681;116605;41212;242364;167203
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;200.15;0.86005;232.7191;100.6977;7799;2304.3768;133590;44883;5.0124;851;161;98;5009;2790;5289;2844;120457;41799;247348;166241
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;83;0.0000;298;72;3.0488;57;14;1;36;47;8;2;262;66;2247;274
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;175.5453;42.4706;30;4189.0227;2608;351;1.8544;26;0;8;23;7;32;9;1943;268;600;1030
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;--;;;0.0000;0.0000;86;0.0000;298;73;3.0488;65;15;1;36;50;7;3;261;67;2247;274
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;Si;;;188.2865;38.2235;27;4200.3482;2612;355;1.6629;25;0;7;21;6;29;8;1951;274;590;1030
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;No;206.052;0.868024;237.3802;103.6287;8026;2325.5907;134975;45141;5.1109;874;155;99;5140;2886;5429;2942;121733;42055;243621;166241
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;--;;;0.0000;0.0000;89;0.0000;302;76;2.9674;64;14;1;38;51;7;3;267;70;2251;274
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;Si;;;191.1179;35.3922;25;4296.6150;2677;358;1.4932;25;0;5;20;5;28;6;2002;275;574;1031
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;No;211.96;0.872925;242.8160;105.0490;8136;2321.9754;134758;45078;5.1689;891;163;96;5190;2946;5460;2995;121592;41982;241561;166146
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;No;223.608;0.890264;251.1698;110.6268;8568;2372.3953;138463;45278;5.3473;928;151;105;5473;3095;5756;3183;124961;42206;236814;179178
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;--;;;0.0000;0.0000;99;0.0000;315;75;4.5714;64;13;0;40;59;12;4;281;69;2286;249
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;Si;;;199.6121;55.2118;39;4450.9251;2795;349;1.7500;28;0;5;34;5;36;6;2125;275;609;1457
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;--;;;0.0000;0.0000;116;0.0000;317;85;6.0606;68;15;0;48;68;17;5;285;78;2254;208
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;Si;;;206.6905;86.3570;61;4470.7447;2808;350;2.7466;31;0;4;55;6;59;7;2131;272;571;1753
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;No;234.585;0.908063;258.3358;116.2433;9003;2351.6334;136539;45594;5.6101;934;157;107;5768;3235;5986;3313;123183;42573;225571;185948
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;No;246.725;0.928106;265.8374;121.6275;9420;2372.2662;137303;46428;5.8110;961;165;105;5935;3485;6186;3541;123989;43399;210295;191583
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;--;;;0.0000;0.0000;126;0.0000;338;83;6.8063;70;10;0;54;72;21;5;304;78;1741;235
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;Si;;;205.2748;94.8511;67;4256.9758;2659;348;2.9527;35;1;3;58;9;58;10;2033;270;564;2083
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;Si;;;210.9376;107.5923;76;4293.7837;2668;365;3.4244;37;1;2;64;12;66;13;2025;282;593;2231
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;No;257.709;0.942773;273.3520;126.6372;9808;2394.1643;138222;47205;5.9604;986;173;112;6136;3672;6368;3716;124977;44206;199472;184129
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;--;;;0.0000;0.0000;142;0.0000;344;86;8.3756;66;9;0;58;84;26;7;312;82;1185;249
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;--;;;0.0000;0.0000;141;0.0000;348;92;9.1811;71;25;0;62;79;31;6;319;84;306;265
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;Si;;;205.2748;133.0747;94;4463.6663;2791;362;4.0748;34;1;2;75;19;80;18;2120;285;545;2215
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;No;266.916;0.959191;278.2713;132.0213;10225;2436.3853;140556;48141;6.1117;1039;182;104;6386;3839;6669;3873;127295;45193;180569;184643
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;No;272.726;0.976944;279.1622;133.7515;10359;2432.6410;139854;48553;6.1682;1052;196;105;6418;3941;6671;3954;126642;45613;171175;184667
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;--;;;0.0000;0.0000;140;0.0000;352;90;8.9330;70;25;0;61;79;31;5;321;82;329;265
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;Si;;;210.9376;150.0629;106;4422.6113;2758;366;4.6238;34;1;3;76;30;81;29;2092;287;544;2215
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;--;;;0.0000;0.0000;141;0.0000;365;92;9.1346;75;24;0;60;81;33;5;332;84;325;266
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;Si;;;213.7689;155.7257;110;4326.3445;2695;361;4.9441;42;2;5;81;29;86;29;2040;286;540;2215
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;No;284.921;1.01039;281.9899;137.7670;10670;2474.8491;142605;49071;6.2190;1056;192;111;6665;4005;6897;4000;129086;46135;154145;185065
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;No;296.344;1.03901;285.2178;140.5430;10885;2451.1821;141242;48601;6.3762;1036;209;108;6802;4083;7032;4037;127882;45718;140269;149348
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;--;;;0.0000;0.0000;132;0.0000;370;96;8.5714;87;26;0;56;76;31;5;332;88;248;255
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;Si;;;192.5336;144.4002;102;3945.5243;2433;354;5.1659;45;3;5;72;30;80;29;1828;282;430;1702
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;--;;;0.0000;0.0000;123;0.0000;372;95;8.3732;91;24;0;53;70;29;6;330;88;269;254
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;Si;;;168.4669;120.3335;85;3952.6027;2446;346;4.2017;45;3;6;55;30;61;29;1854;288;502;1743
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;No;302.988;1.05633;286.8318;142.0924;11005;2469.9039;142818;48475;6.4526;1058;211;105;6844;4161;7167;4113;129220;45592;153896;131910
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;--;;;0.0000;0.0000;127;0.0000;364;103;8.8095;88;23;1;53;74;30;7;326;94;291;223
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;Si;;;157.1414;110.4237;78;3993.6577;2457;364;3.8426;43;2;8;49;29;56;28;1881;305;564;1936
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;No;307.252;1.06396;288.7814;144.2099;11169;2475.4172;143402;48318;6.5296;1085;214;103;6947;4222;7230;4211;129719;45499;159624;123152
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;No;308.865;1.07161;288.2262;146.7148;11363;2469.0130;143320;47904;6.6297;1086;217;97;7076;4287;7325;4261;129626;45133;156341;129757
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;--;;;0.0000;0.0000;123;0.0000;375;111;7.9909;92;24;1;54;69;27;8;337;101;294;206
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;Si;;;147.2316;103.3452;73;3903.0536;2418;339;3.6591;40;2;8;47;26;54;25;1873;286;587;2156
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;--;;;0.0000;0.0000;118;0.0000;383;101;7.1264;96;8;1;52;66;23;8;341;94;235;197
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;Si;;;121.7492;72.2001;51;3624.1629;2219;341;2.5987;43;3;9;32;19;34;18;1718;283;568;2158
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;No;310.156;1.06757;290.5245;146.2500;11327;2451.0659;142208;47626;6.6159;1112;207;104;6996;4331;7171;4304;128604;44842;142763;129881
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;No;308.304;1.0646;289.5948;145.4107;11262;2442.7766;141775;47417;6.6027;1129;192;100;6981;4281;7150;4262;128226;44612;142151;129853
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;--;;;0.0000;0.0000;118;0.0000;372;100;7.4941;90;7;1;53;65;24;8;334;93;211;197
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;Si;;;111.8394;60.8746;43;3648.2296;2242;335;2.1266;47;4;9;33;10;34;9;1743;279;566;2158
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;--;;;0.0000;0.0000;122;0.0000;361;104;8.0760;93;7;1;56;66;24;10;325;96;210;196
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;Si;;;109.0080;58.0432;41;3588.7707;2203;332;2.0979;39;3;11;30;11;32;10;1724;278;558;2157
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;No;303.663;1.05332;288.2908;144.2228;11170;2426.5725;140653;47284;6.6198;1140;207;101;6867;4303;7091;4282;127295;44507;142272;129367
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;--;;;0.0000;0.0000;133;0.0000;351;105;7.9518;85;4;2;61;72;24;9;320;95;223;188
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;Si;;;103.3452;48.1334;34;3743.0808;2301;343;1.6827;37;2;13;26;8;27;8;1798;282;662;2416
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;No;304.174;1.04871;290.0468;144.6747;11205;2428.5609;140508;47583;6.6334;1168;208;105;6851;4354;7081;4313;126957;44809;154236;135001
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;No;301.653;1.02762;293.5458;144.7393;11210;2422.9831;140498;47161;6.5854;1162;208;110;6847;4363;6994;4303;127050;44497;184646;108866
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;--;;;0.0000;0.0000;140;0.0000;371;107;8.1818;78;4;2;59;81;24;12;343;97;250;163
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;Si;;;110.4237;48.1334;34;3663.8022;2241;347;1.7893;35;2;14;25;9;26;10;1735;277;800;2165
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;--;;;0.0000;0.0000;139;0.0000;386;110;7.8947;79;6;1;61;78;23;13;355;101;294;128
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;Si;;;125.9962;46.7177;33;3743.0808;2308;336;1.7638;33;2;15;26;7;29;7;1773;268;943;1612
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;No;299.411;1.01237;295.7537;144.5714;11197;2447.3086;143059;46484;6.5029;1165;210;123;6851;4346;6985;4272;129239;43868;227000;68080
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;No;298.59;0.990306;301.5123;141.5114;10960;2462.9962;145002;45756;6.3787;1186;201;126;6646;4314;6845;4248;130748;43158;252914;39767
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;--;;;0.0000;0.0000;141;0.0000;388;103;7.5556;72;7;1;58;83;23;11;358;92;294;111
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;Si;;;133.0747;43.8863;31;3924.2889;2414;358;1.4815;31;2;15;24;7;25;7;1875;285;1015;1216
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;--;;;0.0000;0.0000;157;0.0000;380;107;8.9686;72;6;1;63;94;27;13;349;97;298;113
